zipcode|total_pop|total_income|avg_income
18201|14790|493909|33394.7937795808
18202|6590|299830|45497.72382397572
18210|3920|204721|52224.744897959186
18211|710|45713|64384.50704225352
18214|1100|68072|61883.63636363637
18216|690|29237|42372.46376811594
18218|1010|39875|39480.19801980198
18222|4790|334157|69761.37787056368
18224|3000|121891|40630.33333333333
18229|4100|236318|57638.53658536586
18232|1610|56345|34996.894409937886
18235|9270|528184|56977.777777777774
18237|1680|67696|40295.2380952381
18240|1750|90746|51854.85714285714
18241|280|12047|43025.0
18249|2060|167624|81370.87378640776
18250|1460|70462|48261.64383561644
18252|5120|247969|48431.4453125
18255|2080|111141|53433.17307692308
18301|12360|736051|59551.05177993528
18302|8290|487984|58864.173703256936
18321|960|52432|54616.666666666664
18322|1390|77981|56101.438848920865
18324|4420|216684|49023.52941176471
18325|1140|63682|55861.40350877193
18326|2310|133806|57924.67532467533
18328|3690|222285|60239.83739837399
18330|4030|223990|55580.64516129032
18331|410|18491|45100.0
18332|1490|85439|57341.61073825504
18333|450|25755|57233.33333333333
18334|1810|96651|53398.34254143646
18336|1740|98572|56650.57471264368
18337|7530|564883|75017.66268260291
18343|2010|141677|70486.0696517413
18344|1850|84855|45867.56756756757
18346|1580|78184|49483.54430379746
18347|1440|78189|54297.916666666664
18350|780|84132|107861.53846153845
18352|270|16544|61274.07407407408
18353|5970|363789|60936.18090452261
18354|550|34291|62347.27272727273
18355|660|39749|60225.757575757576
18360|13760|869230|63170.78488372093
18370|560|35994|64275.0
18371|350|22541|64402.85714285714
18372|1330|86209|64818.7969924812
18403|3860|250700|64948.186528497405
18405|1140|64052|56185.9649122807
18407|6600|309096|46832.72727272727
18411|11350|1043826|91967.04845814977
18414|2760|222393|80577.17391304349
18415|550|31523|57314.545454545456
18417|500|26404|52808.0
18419|2090|123813|59240.669856459324
18421|2230|119284|53490.58295964126
18424|2770|162606|58702.52707581227
18425|560|28769|51373.21428571429
18426|1940|111216|57327.83505154639
18428|5780|360544|62377.85467128028
18431|6400|356733|55739.53125
18433|3400|188305|55383.82352941177
18434|2160|102974|47673.14814814815
18435|520|38742|74503.84615384614
18436|6550|421068|64285.19083969465
18438|560|53545|95616.07142857143
18439|240|14967|62362.5
18443|240|14396|59983.33333333333
18444|6680|483952|72447.90419161676
18445|1070|59616|55715.88785046729
18446|1670|91185|54601.796407185626
18447|5350|281975|52705.60747663552
18451|230|22390|97347.82608695651
18452|2480|131891|53181.85483870968
18453|490|27593|56312.244897959186
18456|200|10256|51280.0
18458|1410|104762|74299.29078014183
18461|140|6509|46492.85714285714
18462|190|12281|64636.84210526316
18464|720|62176|86355.55555555555
18465|650|34219|52644.61538461538
18466|7540|322693|42797.4801061008
18469|190|11365|59815.789473684206
18470|1090|76440|70128.44036697249
18472|2080|111433|53573.55769230769
18503|440|17646|40104.545454545456
18504|10020|431258|43039.72055888224
18505|9410|404448|42980.65887353879
18507|2680|240648|89794.02985074627
18508|5070|190683|37610.05917159763
18509|5510|304285|55224.13793103448
18510|4700|206188|43869.78723404255
18512|6590|359755|54591.04704097117
18517|2650|113897|42980.0
18518|4410|241767|54822.44897959184
18519|2720|125858|46271.32352941177
18603|9130|443043|48526.06790799562
18610|2370|125228|52838.81856540085
18612|7420|622535|83899.59568733153
18614|1120|68070|60776.78571428571
18615|900|50971|56634.444444444445
18616|320|16473|51478.125
18617|780|29670|38038.46153846154
18618|1860|134954|72555.91397849463
18621|2350|130955|55725.53191489362
18622|140|6984|49885.71428571429
18623|1200|70678|58898.33333333333
18628|110|5689|51718.181818181816
18629|800|58675|73343.75
18630|1490|110705|74298.6577181208
18632|160|6795|42468.75
18634|6490|283717|43716.024653312794
18635|1940|107615|55471.64948453608
18636|670|33334|49752.238805970155
18640|8300|462040|55667.469879518074
18641|3440|172383|50111.33720930233
18642|2310|127026|54989.61038961039
18643|6180|341563|55269.09385113269
18644|3960|252524|63768.68686868687
18651|4180|160452|38385.645933014355
18655|2920|159733|54703.08219178081
18656|1080|61533|56975.0
18657|5410|340521|62942.88354898336
18660|1810|106976|59102.76243093923
18661|2720|143560|52779.41176470588
18701|740|37829|51120.27027027027
18702|18310|820596|44816.82140906608
18704|15810|827482|52339.15243516761
18705|7560|350360|46343.915343915345
18706|8160|376287|46113.60294117647
18707|8040|748469|93093.15920398009
18708|4570|473162|103536.54266958425
18709|1500|59219|39479.33333333333
18801|4000|249081|62270.25
18810|2750|159409|57966.90909090909
18812|750|67146|89528.0
18818|580|36602|63106.89655172414
18821|500|23229|46458.0
18822|1590|74252|46699.371069182394
18823|100|7861|78610.0
18824|580|38810|66913.79310344828
18826|850|71512|84131.76470588235
18828|140|6959|49707.142857142855
18829|400|25881|64702.5
18830|330|21793|66039.39393939394
18831|560|30288|54085.71428571429
18832|780|38105|48852.564102564094
18833|910|52621|57825.27472527473
18834|1680|115193|68567.26190476191
18837|1360|67132|49361.76470588235
18840|5030|304463|60529.42345924453
18842|140|10263|73307.14285714286
18844|820|55926|68202.43902439025
18845|150|9566|63773.33333333333
18846|380|27850|73289.47368421053
18847|2290|134257|58627.510917030566
18848|4100|240614|58686.34146341464
18850|1140|59939|52578.0701754386
18851|330|17314|52466.666666666664
18853|2030|132536|65288.66995073892
18854|690|33275|48224.637681159424
18901|14160|1790885|126474.92937853107
18902|10730|1797739|167543.24324324325
18913|230|48925|212717.39130434784
18914|10980|1170957|106644.53551912568
18915|790|68174|86296.20253164557
18917|1090|71273|65388.073394495405
18920|330|55648|168630.30303030304
18923|560|69480|124071.42857142857
18925|2990|485164|162262.20735785953
18929|4540|576174|126910.57268722467
18930|1280|112510|87898.4375
18932|310|34194|110303.2258064516
18936|190|18584|97810.52631578947
18938|7090|1930000|272214.3864598025
18940|15840|3374941|213064.45707070708
18942|1590|142476|89607.54716981133
18944|12850|1185631|92267.00389105058
18947|3050|362149|118737.37704918032
18951|17760|1228912|69195.4954954955
18954|4930|643666|130561.05476673428
18955|800|47942|59927.5
18960|6900|512468|74270.72463768117
18964|7430|560489|75435.93539703902
18966|20410|2103096|103042.43018128368
18969|8000|634366|79295.75
18972|1580|132632|83944.30379746835
18974|22940|1953890|85173.93199651263
18976|11010|1103724|100247.41144414168
18977|2220|437607|197120.27027027027
19001|8820|656784|74465.30612244898
19002|16780|2701869|161017.22288438617
19003|6710|836349|124642.17585692996
19004|5330|975132|182951.59474671667
19006|11130|1651842|148413.47708894877
19007|10890|528362|48518.089990817265
19008|10610|1007008|94911.21583411875
19010|8980|3103600|345612.47216035635
19012|3340|254594|76225.74850299401
19013|13110|387466|29554.996186117467
19014|10740|788333|73401.58286778399
19015|8330|444389|53348.01920768307
19018|12130|656431|54116.32316570487
19020|28410|1818454|64007.53255895811
19021|5140|256964|49992.99610894942
19022|1690|68509|40537.869822485205
19023|9990|353477|35383.08308308308
19025|3010|516408|171564.1196013289
19026|16260|1119867|68872.50922509225
19027|9890|911948|92209.10010111224
19029|2110|108175|51267.772511848336
19030|6350|402246|63345.826771653534
19031|2500|370144|148057.6
19032|3290|144188|43826.13981762918
19033|4140|261372|63133.33333333333
19034|3280|744437|226962.5
19035|2060|2021262|981195.145631068
19036|6730|339567|50455.72065378901
19038|15330|1602700|104546.64057403784
19040|11550|840908|72805.88744588743
19041|3030|1207864|398634.9834983498
19043|1490|88421|59342.953020134235
19044|8500|704026|82826.58823529411
19046|9910|1370979|138342.98688193745
19047|17890|1696060|94804.9189491336
19050|14760|749660|50789.972899729
19053|14520|1119726|77116.11570247935
19054|9010|530266|58853.05216426193
19055|6960|374750|53843.39080459769
19056|7930|510158|64332.660781841114
19057|8730|479974|54979.83963344788
19060|5600|831860|148546.42857142855
19061|9930|548745|55261.32930513595
19063|19070|2646392|138772.5222863136
19064|12600|1166032|92542.22222222222
19066|2430|792968|326324.2798353909
19067|26970|3336112|123697.14497589914
19070|3780|260545|68927.24867724867
19072|4930|1087964|220682.35294117648
19073|10890|2496657|229261.43250688704
19074|3020|173094|57315.894039735096
19075|3770|359386|95327.85145888594
19076|3240|183768|56718.51851851852
19078|5930|387262|65305.564924114675
19079|4360|173371|39763.99082568807
19081|4490|603456|134400.0
19082|19210|700033|36441.0723581468
19083|18280|1741007|95241.08315098468
19085|2840|1799079|633478.5211267605
19086|5710|709454|124247.63572679508
19087|15850|3714223|234335.83596214512
19090|10050|651700|64845.77114427861
19094|2210|122566|55459.72850678733
19095|3400|308381|90700.29411764706
19096|6820|1429587|209616.862170088
19102|3480|582733|167452.0114942529
19103|14110|3074262|217878.24238128983
19104|15440|654396|42383.16062176166
19106|7450|1586477|212949.93288590605
19107|7010|623351|88923.10984308131
19111|29180|1341057|45958.08773132282
19114|15630|882733|56476.83941138836
19115|16010|930349|58110.493441599
19116|15250|872365|57204.26229508197
19118|4680|968073|206853.20512820513
19119|12910|1138805|88211.07668474052
19120|28620|938007|32774.52830188679
19121|13330|427307|32056.03900975244
19122|7970|391370|49105.39523212045
19123|8360|782415|93590.31100478469
19124|27750|875062|31533.76576576577
19125|12610|868982|68912.13322759715
19126|7230|314556|43507.05394190872
19127|3330|230148|69113.51351351352
19128|19000|1355853|71360.68421052632
19129|5280|393126|74455.68181818182
19130|15390|1525784|99141.26055880441
19131|17710|739038|41729.98306041784
19132|14170|397663|28063.726182074806
19133|8610|222090|25794.42508710801
19134|21960|715713|32591.666666666668
19135|14590|544781|37339.342015078815
19136|15210|702713|46200.72320841552
19137|3770|187949|49853.84615384616
19138|14680|534085|36381.81198910082
19139|18010|561835|31195.724597445864
19140|20030|539252|26922.21667498752
19141|12980|438139|33754.93066255778
19142|12880|388696|30178.260869565216
19143|29250|1090454|37280.47863247863
19144|18050|746302|41346.37119113573
19145|22300|1137521|51009.91031390135
19146|20200|1799522|89085.24752475247
19147|20060|2041932|101791.22632103688
19148|23880|1215363|50894.597989949754
19149|23310|811790|34825.82582582582
19150|11990|542825|45273.14428690576
19151|14880|642426|43173.79032258065
19152|15360|702098|45709.50520833333
19153|5950|263300|44252.10084033613
19154|16420|963499|58678.38002436054
19301|3620|563922|155779.55801104972
19310|1330|84742|63715.789473684206
19311|4060|488324|120276.8472906404
19312|5910|1440281|243702.36886632824
19317|5200|1017884|195746.9230769231
19319|160|20022|125137.5
19320|25350|1856629|73239.80276134121
19330|2760|221367|80205.43478260869
19333|3700|831727|224791.0810810811
19335|25090|2853513|113731.08808290157
19341|9510|1050248|110436.17245005256
19342|9990|1322255|132357.85785785783
19343|4070|557165|136895.5773955774
19344|5980|383008|64048.16053511706
19348|11010|1502136|136433.78746594003
19350|5220|762520|146076.62835249043
19352|4110|424611|103311.67883211678
19355|14040|2851229|203078.9886039886
19362|2700|167984|62216.2962962963
19363|8160|554482|67951.22549019608
19365|3630|218681|60242.699724517915
19372|1310|88641|67664.88549618321
19373|1320|211831|160478.0303030303
19374|580|25531|44018.96551724138
19380|25980|3139881|120857.62124711316
19382|24560|3349122|136364.90228013028
19390|6760|570256|84357.39644970415
19401|18840|882136|46822.50530785562
19403|23740|2108703|88824.8946925021
19405|2710|141959|52383.39483394834
19406|13820|1337565|96784.73227206945
19422|10150|1618070|159415.76354679803
19425|7340|1455670|198320.1634877384
19426|18520|2272274|122692.98056155509
19428|10790|1024232|94924.1890639481
19435|320|23053|72040.625
19436|360|63420|176166.66666666666
19438|12190|1252750|102768.66283839212
19440|9890|729155|73726.49140546007
19444|5600|927571|165637.67857142855
19446|29100|2685066|92270.30927835053
19453|720|42255|58687.5
19454|14840|1529231|103047.91105121293
19460|21030|2556795|121578.45934379456
19462|8190|879948|107441.75824175825
19464|23730|1392248|58670.37505267594
19465|8660|792146|91471.82448036953
19468|14240|1200164|84281.1797752809
19473|7540|785903|104231.16710875332
19475|5600|480464|85797.14285714286
19477|130|31013|238561.53846153847
19492|300|18969|63230.0
19503|670|37265|55619.40298507463
19504|2680|203188|75816.41791044777
19505|1860|117006|62906.45161290323
19506|3750|256449|68386.4
19507|1630|95191|58399.386503067486
19508|7820|514251|65760.99744245523
19510|3950|269320|68182.27848101266
19512|8690|587378|67592.40506329114
19518|8100|652096|80505.67901234567
19520|2960|317536|107275.67567567568
19522|7270|542620|74638.2393397524
19525|7720|688475|89180.69948186527
19526|5720|327031|57173.25174825175
19529|1480|112368|75924.32432432432
19530|5460|365557|66951.8315018315
19533|3280|263140|80225.60975609756
19534|1020|67495|66171.56862745098
19539|2370|161629|68197.89029535865
19540|5940|483196|81346.12794612793
19541|2240|160116|71480.35714285713
19543|3020|248544|82299.33774834436
19547|2370|183332|77355.27426160338
19551|2610|194197|74404.98084291187
19555|1920|109463|57011.979166666664
19560|4780|241641|50552.51046025105
19562|1240|73588|59345.161290322576
19565|4420|305659|69153.61990950226
19567|2780|156109|56154.316546762595
19601|14590|448517|30741.398217957503
19602|7430|201588|27131.628532974428
19604|12150|379427|31228.55967078189
19605|11020|618535|56128.40290381125
19606|17650|1120269|63471.331444759206
19607|11920|789290|66215.60402684564
19608|12020|1042337|86716.88851913477
19609|5440|309305|56857.53676470588
19610|8230|1028033|124912.87970838396
19611|5000|215663|43132.6
99999|81340|5008689|61577.194492254726
0|536340|37961537|70778.86601782452
2804|1470|96320|65523.80952380952
2806|8240|1522930|184821.6019417476
2808|1190|65047|54661.34453781513
2809|10330|826741|80033.01064859632
2812|670|52884|78931.3432835821
2813|4260|364492|85561.50234741785
2814|3940|297589|75530.20304568528
2815|130|9292|71476.92307692308
2816|17240|1169738|67850.23201856148
2817|3290|287841|87489.66565349544
2818|9920|1367278|137830.4435483871
2822|3150|268553|85254.92063492062
2825|2770|208196|75161.01083032491
2827|1140|85318|74840.35087719298
2828|3860|317560|82269.43005181347
2830|3290|231103|70244.07294832826
2831|2130|216388|101590.61032863848
2832|2480|175147|70623.79032258065
2833|300|18021|60070.0
2835|3040|513339|168861.51315789472
2837|1800|167939|93299.44444444445
2838|1720|90321|52512.20930232559
2839|960|59266|61735.416666666664
2840|11240|950917|84601.15658362988
2842|8690|651217|74938.66513233603
2852|12560|1220664|97186.62420382163
2857|4520|378133|83657.74336283187
2858|330|21086|63896.969696969696
2859|3220|199786|62045.34161490683
2860|22440|903726|40272.994652406414
2861|14310|691028|48289.86722571628
2863|8390|252686|30117.52085816448
2864|18300|1490608|81453.98907103826
2865|9240|954939|103348.37662337662
2871|9350|915400|97903.74331550802
2874|3130|390325|124704.47284345048
2875|180|10839|60216.666666666664
2876|710|46504|65498.59154929578
2878|8420|656304|77945.84323040381
2879|11050|1031276|93328.14479638007
2881|1130|96886|85739.82300884956
2882|6390|747494|116978.71674491392
2885|5680|389513|68576.2323943662
2886|15530|1124742|72423.82485511912
2888|10970|690135|62911.12123974476
2889|15190|930535|61259.7103357472
2891|11770|863432|73358.70858113849
2892|2730|228465|83686.81318681319
2893|15750|839228|53284.317460317456
2894|440|25641|58275.0
2895|19570|827379|42277.92539601431
2896|5350|434155|81150.46728971961
2898|1120|80999|72320.53571428571
2903|4290|483711|112753.14685314684
2904|15250|775229|50834.68852459016
2905|12360|582147|47099.271844660194
2906|12170|1735274|142586.19556285947
2907|14010|433650|30952.89079229122
2908|17250|728705|42243.768115942024
2909|20330|666789|32798.278406296115
2910|11760|589051|50089.37074829932
2911|8310|462874|55700.84235860409
2914|11150|538550|48300.44843049328
2915|8980|519888|57893.98663697105
2916|4570|384221|84074.6170678337
2917|6250|507231|81156.96
2919|15530|999858|64382.35672891178
2920|18430|1130189|61323.33152468801
2921|6340|670083|105691.32492113565
99999|4580|298742|65227.510917030566
0|2247570|142769616|63521.766174134726
29001|830|33401|40242.1686746988
29003|2500|105789|42315.6
29006|3870|175698|45400.0
29009|950|41167|43333.68421052632
29010|4440|167316|37683.78378378377
29014|740|33311|45014.864864864874
29015|660|25000|37878.78787878788
29016|11500|906423|78819.39130434782
29018|1430|54080|37818.181818181816
29020|10140|579029|57103.4516765286
29030|800|50747|63433.75
29031|530|18210|34358.49056603773
29032|1680|64067|38135.119047619046
29033|5880|272250|46301.02040816327
29036|12130|1223780|100888.70568837592
29037|380|18970|49921.052631578954
29038|1050|48825|46500.0
29039|1570|54430|34668.7898089172
29040|4050|173718|42893.33333333333
29042|1640|56379|34377.439024390245
29044|2200|85105|38684.090909090904
29045|12130|792288|65316.405605935695
29047|1470|63143|42954.42176870748
29048|2020|82626|40903.9603960396
29051|370|12975|35067.56756756757
29052|850|28620|33670.58823529412
29053|7680|297061|38679.81770833333
29054|4680|374216|79960.68376068377
29055|1680|65296|38866.666666666664
29056|920|33111|35990.21739130435
29058|1960|87208|44493.87755102041
29059|2430|93625|38528.806584362144
29061|6470|275919|42645.904173106646
29063|17830|1255031|70388.72686483455
29065|340|13398|39405.882352941175
29067|3590|160376|44672.98050139276
29069|2070|85030|41077.29468599034
29070|6890|379322|55053.991291727136
29072|28100|2493409|88733.41637010676
29073|21130|1159010|54851.39611926171
29075|1450|92996|64135.1724137931
29078|7380|386504|52371.81571815718
29080|1190|42324|35566.38655462185
29081|430|20945|48709.3023255814
29082|220|8930|40590.90909090909
29101|1210|52073|43035.53719008265
29102|7220|302253|41863.296398891966
29104|620|24338|39254.83870967742
29105|650|24961|38401.53846153846
29107|1170|49503|42310.25641025641
29108|8120|357811|44065.39408866995
29111|590|25981|44035.593220338975
29112|1860|73349|39434.94623655914
29113|600|24148|40246.666666666664
29114|780|29264|37517.94871794872
29115|10750|373134|34710.13953488372
29118|6570|406293|61840.63926940639
29123|2920|121899|41746.232876712325
29125|1160|42510|36646.55172413793
29126|1120|64497|57586.60714285714
29127|4290|272711|63568.99766899767
29128|1900|73118|38483.15789473684
29129|1260|58046|46068.253968253965
29130|2920|186013|63703.08219178081
29133|380|15715|41355.26315789473
29135|3620|166866|46095.58011049724
29137|1020|42970|42127.45098039216
29138|3970|169057|42583.627204030236
29142|2190|102089|46615.98173515982
29145|330|14747|44687.87878787879
29146|680|30015|44139.705882352944
29148|2500|108762|43504.8
29150|16610|826160|49738.71161950632
29152|1010|37758|37384.158415841586
29153|6480|260474|40196.60493827161
29154|13320|616633|46293.768768768765
29160|3350|161446|48192.83582089552
29161|4450|186533|41917.52808988764
29162|1000|46769|46769.0
29163|830|28160|33927.71084337349
29164|1860|90899|48870.43010752688
29166|340|15517|45638.23529411765
29168|1360|46226|33989.70588235294
29169|9920|534575|53888.60887096774
29170|10370|534185|51512.53616200578
29172|4070|176775|43433.660933660925
29175|140|6210|44357.142857142855
29178|1290|51324|39786.046511627916
29180|5770|238723|41373.136915077994
29201|6550|394267|60193.435114503816
29203|16640|510864|30700.961538461535
29204|7810|429479|54990.90909090909
29205|10370|963791|92940.30858244936
29206|9230|1000270|108371.61430119176
29209|15990|1048157|65550.78173858662
29210|16300|606082|37182.94478527608
29212|14560|1096956|75340.38461538461
29223|24200|1349864|55779.50413223141
29229|24450|1371167|56080.44989775051
29301|14850|828730|55806.734006734005
29302|7640|717989|93977.61780104712
29303|9240|335040|36259.740259740254
29306|6660|320568|48133.33333333333
29307|8460|507117|59942.90780141844
29316|13070|717630|54906.65646518745
29321|1060|42700|40283.018867924526
29322|3920|221523|56510.9693877551
29323|6700|343018|51196.71641791045
29325|5590|239583|42859.21288014311
29330|3460|155585|44966.76300578035
29332|1090|54610|50100.917431192654
29334|7090|426965|60220.73342736248
29335|1980|78927|39862.12121212121
29340|8140|328042|40300.0
29341|8470|428348|50572.37308146399
29349|15180|920787|60657.90513833992
29351|580|18905|32594.827586206895
29353|1640|70623|43062.80487804878
29355|320|14501|45315.625
29356|3880|285929|73693.04123711342
29360|8570|384466|44861.84364060677
29365|5910|323455|54730.11844331641
29369|7330|487433|66498.36289222374
29370|390|17266|44271.794871794875
29372|1850|79751|43108.64864864865
29374|1580|96565|61117.08860759494
29376|3680|200275|54422.55434782609
29379|7130|291647|40904.207573632535
29384|1670|77950|46676.64670658683
29385|3670|159334|43415.25885558583
29388|6650|377660|56790.97744360902
29401|3800|1047967|275780.7894736842
29403|9330|770681|82602.46516613076
29404|900|32312|35902.222222222226
29405|11360|464054|40849.82394366197
29406|12700|468908|36921.88976377953
29407|18360|1292332|70388.4531590414
29410|8790|523500|59556.313993174066
29412|20040|1868573|93242.16566866268
29414|22420|1489850|66451.82872435325
29418|11370|498307|43826.473175021994
29420|10830|599611|55365.743305632495
29426|750|31001|41334.666666666664
29429|1920|183972|95818.75
29431|2690|136530|50754.64684014869
29432|1050|47685|45414.28571428571
29434|240|10473|43637.5
29435|1650|71243|43177.57575757576
29436|1860|71212|38286.02150537634
29437|1000|50482|50482.0
29438|1460|145387|99580.13698630135
29440|11470|589297|51377.24498692241
29445|28070|1379603|49148.66405415034
29446|480|18641|38835.416666666664
29448|1040|49965|48043.269230769234
29449|3880|267778|69014.94845360825
29450|1520|78510|51651.31578947368
29451|2340|596701|255000.42735042732
29453|530|23668|44656.6037735849
29455|13190|1699192|128824.26080363912
29456|16330|753972|46170.973668095525
29458|1180|63639|53931.35593220339
29461|18160|989107|54466.24449339207
29464|25600|3139090|122620.703125
29466|18850|2279511|120928.96551724136
29468|800|26526|33157.5
29469|410|33788|82409.75609756098
29470|2100|134650|64119.04761904762
29471|650|28691|44140.0
29472|3870|197672|51078.03617571059
29474|940|39621|42150.0
29475|1090|44830|41128.44036697248
29477|2730|128946|47232.96703296703
29479|2720|108797|39998.89705882353
29481|720|25520|35444.444444444445
29482|990|400326|404369.69696969696
29483|25110|1510944|60172.99880525687
29485|26090|1582745|60664.81410502108
29487|1280|103604|80940.625
29488|9530|390579|40984.155299055616
29492|8920|1611578|180670.17937219728
29501|20150|1393215|69142.18362282879
29505|11010|602458|54719.16439600363
29506|7840|287134|36624.23469387755
29510|4170|171381|41098.561151079135
29511|2440|122763|50312.70491803279
29512|6580|234136|35582.97872340425
29516|350|16319|46625.71428571429
29518|510|22983|45064.705882352944
29520|5770|250304|43380.24263431543
29525|860|29595|34412.79069767441
29526|20380|983061|48236.55544651619
29527|11080|445760|40231.04693140794
29530|1090|43328|39750.45871559633
29532|8120|324358|39945.56650246306
29536|6440|239487|37187.42236024845
29540|2420|110741|45760.74380165289
29541|3990|178177|44655.88972431078
29543|220|9261|42095.45454545455
29544|2610|125864|48223.75478927203
29545|690|26051|37755.07246376812
29546|1000|34260|34260.0
29547|1090|40251|36927.522935779816
29550|12400|679008|54758.70967741936
29554|3620|140888|38919.33701657459
29555|2350|105038|44697.021276595755
29556|4830|175701|36377.01863354037
29560|5200|209438|40276.53846153846
29563|1000|39668|39668.0
29564|380|11790|31026.315789473683
29565|2700|104025|38527.777777777774
29566|10820|548317|50676.24768946396
29567|310|9784|31561.290322580644
29568|7460|330174|44259.24932975871
29569|7580|291438|38448.28496042216
29570|1430|50185|35094.405594405594
29571|6190|224592|36283.03715670436
29572|6040|653969|108273.01324503311
29574|4400|158438|36008.63636363637
29575|9420|554255|58838.11040339703
29576|16520|1197035|72459.74576271186
29577|16690|952715|57082.98382264829
29579|23540|1504757|63923.40696686491
29580|530|16748|31600.0
29581|1670|68285|40889.22155688623
29582|9650|715018|74095.12953367876
29583|1980|85834|43350.505050505046
29584|900|37853|42058.88888888889
29585|8590|863842|100563.67869615831
29588|22910|1080472|47161.58882584024
29590|910|27690|30428.571428571428
29591|1860|82066|44121.50537634409
29592|420|13888|33066.66666666667
29593|750|29048|38730.666666666664
29596|940|34248|36434.04255319149
29601|5900|672818|114036.94915254237
29605|15990|1395350|87263.91494684177
29607|20480|1595966|77928.02734375
29609|13740|988357|71932.82387190685
29611|12580|442424|35168.83942766296
29615|18700|1587949|84917.05882352941
29617|11510|572458|49735.7080799305
29620|5310|247955|46695.85687382297
29621|18690|1238479|66264.25896201177
29624|5630|168885|29997.335701598575
29625|12520|660210|52732.428115015966
29626|5600|295844|52829.28571428571
29627|7670|380093|49555.801825293354
29628|880|28985|32937.5
29630|5730|280116|48885.86387434555
29631|4810|399101|82973.18087318087
29635|650|40509|62321.53846153846
29638|1160|58353|50304.310344827594
29639|530|29010|54735.84905660377
29640|13380|626861|46850.597907324365
29642|15610|1060942|67965.53491351698
29643|1280|96039|75030.46875
29644|9450|535823|56700.84656084656
29645|4380|205981|47027.625570776254
29646|10550|473279|44860.568720379146
29649|11470|665815|58048.38709677419
29650|16890|1484070|87866.78507992894
29651|21560|1458513|67649.02597402596
29653|2030|97404|47982.26600985222
29654|4110|196025|47694.64720194647
29655|2890|123126|42604.15224913495
29657|6450|299954|46504.49612403101
29658|160|6580|41125.0
29661|2280|131694|57760.52631578947
29662|7360|373042|50685.05434782609
29664|690|35463|51395.65217391304
29666|2920|165927|56824.31506849315
29667|190|9065|47710.52631578947
29669|5510|283549|51460.79854809437
29670|4030|227266|56393.548387096766
29671|7800|392660|50341.02564102564
29672|5770|604222|104717.85095320625
29673|12880|766044|59475.46583850932
29676|2730|314447|115182.05128205128
29678|9370|457022|48775.02668089648
29680|16020|1042030|65045.56803995006
29681|27920|2541088|91013.18051575933
29682|1750|158888|90793.14285714286
29684|2000|89693|44846.5
29685|810|164506|203093.82716049385
29686|420|24787|59016.666666666664
29687|20180|1094705|54247.026759167486
29689|1930|141287|73205.69948186527
29690|9570|639002|66771.36886102404
29691|4390|198027|45108.656036446475
29692|1900|75725|39855.26315789473
29693|6000|293528|48921.33333333333
29696|2140|136954|63997.19626168224
29697|5560|303053|54505.93525179856
29702|3950|164419|41625.06329113924
29704|1630|85286|52322.69938650307
29706|8240|349292|42389.80582524272
29707|14520|1348954|92903.16804407712
29708|17220|1880245|109189.6051103368
29709|2550|120051|47078.82352941177
29710|17200|1396517|81192.8488372093
29712|1080|57603|53336.11111111111
29714|1240|54628|44054.83870967742
29715|17280|1568003|90740.91435185184
29717|580|30673|52884.48275862069
29718|1500|59457|39638.0
29720|21390|1053599|49256.61524076671
29726|780|43096|55251.28205128205
29727|620|24197|39027.41935483871
29728|3750|144289|38477.066666666666
29729|1000|48091|48091.0
29730|25630|1231674|48055.950058525166
29732|27820|1835800|65988.49748382458
29741|740|29880|40378.37837837837
29742|1050|50397|47997.142857142855
29743|560|28360|50642.85714285714
29745|14150|873752|61749.25795053004
29801|11260|642106|57025.39964476021
29803|18870|1501338|79562.16216216216
29805|2540|135410|53311.02362204725
29809|1050|48889|46560.95238095238
29810|1680|55933|33293.45238095238
29812|4470|209468|46860.85011185682
29817|1630|63647|39047.23926380368
29819|620|23581|38033.87096774194
29821|590|38094|64566.10169491525
29824|2530|132314|52298.02371541502
29827|1160|38144|32882.75862068965
29828|350|11751|33574.28571428572
29829|4960|284977|57455.04032258065
29831|1580|80280|50810.12658227848
29832|2150|89993|41857.20930232559
29835|2840|165972|58440.84507042253
29836|170|5975|35147.058823529405
29838|220|21243|96559.09090909091
29841|14180|854953|60292.8772919605
29842|3150|151606|48128.88888888889
29843|400|16189|40472.5
29845|470|19194|40838.29787234042
29847|2030|99565|49046.798029556645
29848|320|14969|46778.125
29849|130|6350|48846.15384615385
29851|3190|143145|44873.040752351095
29853|2560|108248|42284.375
29856|1090|47805|43857.79816513762
29860|7350|518638|70562.9931972789
29902|6480|427732|66008.02469135802
29904|390|9522|24415.384615384613
29905|250|5703|22812.0
29906|9090|428370|47125.412541254125
29907|6190|530865|85761.71243941842
29909|11580|1186766|102484.11053540588
29910|22530|2060102|91438.17132711939
29911|610|27775|45532.78688524591
29915|250|38730|154920.0
29916|600|25639|42731.666666666664
29918|1700|88520|52070.58823529412
29920|4520|327335|72419.24778761063
29922|380|11700|30789.473684210527
29924|1750|81316|46466.28571428571
29926|12180|1365765|112131.77339901475
29927|3870|186152|48101.29198966408
29928|8330|1381497|165845.97839135653
29929|450|19426|43168.88888888889
29934|450|13644|30320.0
29935|1880|81373|43283.51063829787
29936|5810|237987|40961.61790017212
29940|1520|72070|47414.47368421053
29941|310|124611|401970.96774193546
29943|250|7894|31576.0
29944|1970|80646|40937.05583756345
